comp_id;wine_id;residual_sugar;chlorides;sulphates
2438;2438;4.9;0.083;0.37
2439;2439;1.9;0.025;0.62
2440;2440;1.7;0.026;0.78
2441;2441;1.8;0.028;0.48
2442;2442;10.7;0.039;0.43
2443;2443;8.8;0.026;0.25
2444;2444;1.8;0.05;0.44
2445;2445;1.6;0.032;0.6
2446;2446;1.4;0.029;0.51
2447;2447;1.6;0.034;0.44
2448;2448;1.5;0.033;0.42
2449;2449;9.2;0.038;0.56
2450;2450;1.1;0.037;0.54
2451;2451;4.3;0.03;0.87
2452;2452;4.2;0.031;0.86
2453;2453;5.0;0.045;0.44
2454;2454;6.8;0.045;0.37
2455;2455;5.2;0.04;0.47
2456;2456;4.75;0.042;0.4
2457;2457;5.9;0.045;0.35
2458;2458;7.7;0.032;0.27
2459;2459;6.4;0.067;0.33
2460;2460;8.1;0.035;0.3
2461;2461;17.35;0.038;0.75
2462;2462;1.8;0.05;0.49
2463;2463;1.8;0.047;0.49
2464;2464;1.5;0.049;0.62
2465;2465;1.6;0.046;0.45
2466;2466;1.6;0.049;0.61
2467;2467;13.5;0.041;0.39
2468;2468;3.75;0.039;0.5
2469;2469;1.3;0.04;0.43
2470;2470;1.3;0.046;0.48
2471;2471;6.2;0.04;0.46
2472;2472;9.7;0.044;0.46
2473;2473;2.0;0.026;0.39
2474;2474;1.4;0.039;0.62
2475;2475;1.1;0.044;0.51
2476;2476;6.6;0.038;0.42
2477;2477;1.5;0.044;0.74
2478;2478;4.6;0.028;0.43
2479;2479;0.9;0.037;0.56
2480;2480;1.7;0.093;0.66
2481;2481;1.3;0.043;0.62
2482;2482;2.3;0.04;0.52
2483;2483;6.8;0.042;0.36
2484;2484;1.5;0.047;0.44
2485;2485;1.2;0.028;0.38
2486;2486;2.1;0.052;0.46
2487;2487;2.2;0.05;0.45
2488;2488;8.8;0.058;0.4
2489;2489;17.0;0.05;0.51
2490;2490;1.8;0.034;0.75
2491;2491;1.2;0.048;0.34
2492;2492;2.3;0.047;0.72
2493;2493;7.0;0.042;0.37
2494;2494;6.4;0.048;0.52
2495;2495;12.15;0.033;0.39
2496;2496;0.8;0.04;0.33
2497;2497;2.0;0.029;0.33
2498;2498;12.4;0.059;0.47
2499;2499;1.9;0.041;0.4
2500;2500;1.1;0.043;0.48
2501;2501;6.2;0.039;0.35
2502;2502;6.3;0.039;0.34
2503;2503;0.9;0.042;0.28
2504;2504;3.9;0.034;0.67
2505;2505;3.9;0.027;0.39
2506;2506;1.8;0.04;0.41
2507;2507;1.1;0.04;0.42
2508;2508;15.4;0.05;0.59
2509;2509;6.5;0.039;0.44
2510;2510;2.4;0.048;0.46
2511;2511;1.4;0.04;0.54
2512;2512;5.7;0.044;0.37
2513;2513;5.7;0.038;0.43
2514;2514;1.4;0.04;0.48
2515;2515;1.4;0.051;0.38
2516;2516;1.2;0.046;0.33
2517;2517;0.9;0.037;0.43
2518;2518;3.8;0.058;0.45
2519;2519;14.15;0.168;0.49
2520;2520;1.9;0.052;0.4
2521;2521;9.2;0.042;0.38
2522;2522;8.2;0.044;0.68
2523;2523;2.7;0.032;0.38
2524;2524;1.7;0.032;0.41
2525;2525;1.7;0.047;0.69
2526;2526;1.7;0.05;0.71
2527;2527;1.6;0.047;0.38
2528;2528;0.9;0.054;0.42
2529;2529;8.5;0.044;0.35
2530;2530;5.7;0.039;0.61
2531;2531;3.1;0.045;0.35
2532;2532;1.3;0.046;0.33
2533;2533;1.6;0.047;0.7
2534;2534;1.3;0.042;0.64
2535;2535;4.5;0.039;0.9
2536;2536;2.8;0.034;0.51
2537;2537;1.2;0.044;0.48
2538;2538;0.9;0.037;0.34
2539;2539;7.4;0.034;0.42
2540;2540;1.4;0.029;0.42
2541;2541;4.6;0.042;0.42
2542;2542;1.6;0.039;0.46
2543;2543;13.1;0.05;0.46
2544;2544;5.7;0.035;0.46
2545;2545;12.6;0.052;0.52
2546;2546;5.4;0.044;0.5
2547;2547;2.2;0.044;0.64
2548;2548;6.6;0.043;0.38
2549;2549;6.9;0.069;0.35
2550;2550;6.8;0.034;0.38
2551;2551;3.6;0.033;0.78
2552;2552;1.2;0.04;0.41
2553;2553;5.9;0.037;0.4
2554;2554;4.1;0.035;0.79
2555;2555;7.1;0.042;0.41
2556;2556;1.4;0.037;0.38
2557;2557;0.8;0.038;0.36
2558;2558;1.3;0.045;0.6
2559;2559;15.55;0.057;0.63
2560;2560;1.0;0.044;0.55
2561;2561;1.6;0.04;0.4
2562;2562;11.8;0.042;0.34
2563;2563;4.5;0.047;0.37
2564;2564;1.1;0.051;0.47
2565;2565;10.0;0.056;0.43
2566;2566;0.9;0.052;0.35
2567;2567;1.0;0.045;0.34
2568;2568;1.1;0.042;0.55
2569;2569;1.1;0.033;0.68
2570;2570;1.5;0.051;0.46
2571;2571;1.0;0.048;0.31
2572;2572;2.9;0.03;0.49
2573;2573;1.2;0.031;0.33
2574;2574;14.2;0.053;0.5
2575;2575;17.85;0.051;0.7
2576;2576;7.1;0.05;0.34
2577;2577;7.6;0.052;0.47
2578;2578;13.6;0.05;0.44
2579;2579;1.4;0.057;0.35
2580;2580;1.2;0.061;0.34
2581;2581;5.3;0.04;0.4
2582;2582;13.0;0.033;0.35
2583;2583;4.45;0.044;0.42
2584;2584;1.2;0.063;0.42
2585;2585;1.2;0.055;0.47
2586;2586;6.6;0.036;0.27
2587;2587;1.1;0.048;0.42
2588;2588;14.0;0.034;0.38
2589;2589;19.8;0.054;0.54
2590;2590;11.2;0.069;0.81
2591;2591;2.7;0.044;0.41
2592;2592;4.5;0.048;0.42
2593;2593;3.6;0.05;0.4
2594;2594;5.4;0.048;0.44
2595;2595;1.2;0.051;0.46
2596;2596;9.1;0.031;0.27
2597;2597;0.8;0.044;0.53
2598;2598;3.0;0.03;0.39
2599;2599;1.6;0.046;0.39
2600;2600;1.35;0.052;0.28
2601;2601;5.9;0.038;0.48
2602;2602;3.6;0.057;0.48
2603;2603;1.3;0.05;0.44
2604;2604;8.7;0.028;0.36
2605;2605;1.2;0.04;0.29
2606;2606;4.6;0.044;0.28
2607;2607;2.0;0.056;0.49
2608;2608;1.7;0.048;0.6
2609;2609;2.4;0.046;0.81
2610;2610;4.6;0.053;0.5
2611;2611;1.5;0.034;0.39
2612;2612;0.9;0.033;0.7
2613;2613;19.4;0.054;0.45
2614;2614;13.3;0.044;0.54
2615;2615;17.85;0.037;0.41
2616;2616;1.1;0.03;0.45
2617;2617;1.3;0.031;0.62
2618;2618;9.4;0.046;0.48
2619;2619;9.0;0.033;0.38
2620;2620;8.65;0.033;0.38
2621;2621;9.6;0.03;0.38
2622;2622;1.1;0.039;0.32
2623;2623;1.2;0.044;0.48
2624;2624;1.8;0.041;0.42
2625;2625;2.1;0.043;0.6
2626;2626;9.3;0.03;0.32
2627;2627;1.7;0.04;0.37
2628;2628;1.2;0.034;0.36
2629;2629;4.6;0.039;0.34
2630;2630;12.8;0.045;0.38
2631;2631;1.5;0.041;0.49
2632;2632;8.1;0.051;0.52
2633;2633;7.5;0.044;0.64
2634;2634;14.5;0.06;0.44
2635;2635;1.6;0.053;0.47
2636;2636;1.8;0.061;0.48
2637;2637;3.2;0.042;0.51
2638;2638;9.4;0.034;0.32
2639;2639;9.9;0.031;0.28
2640;2640;1.3;0.039;0.77
2641;2641;9.6;0.037;0.33
2642;2642;9.3;0.038;0.33
2643;2643;7.8;0.035;0.34
2644;2644;1.7;0.038;0.37
2645;2645;1.4;0.041;0.63
2646;2646;9.0;0.044;0.49
2647;2647;18.15;0.042;0.39
2648;2648;12.5;0.037;0.44
2649;2649;1.1;0.037;0.54
2650;2650;7.7;0.045;0.55
2651;2651;1.1;0.037;0.54
2652;2652;8.1;0.037;0.3
2653;2653;7.7;0.049;0.3
2654;2654;5.0;0.028;0.54
2655;2655;15.6;0.044;0.67
2656;2656;1.5;0.031;0.4
2657;2657;1.0;0.028;0.32
2658;2658;1.0;0.04;0.41
2659;2659;1.0;0.034;0.42
2660;2660;0.8;0.029;0.32
2661;2661;1.3;0.037;0.57
2662;2662;1.1;0.038;0.72
2663;2663;5.2;0.049;0.47
2664;2664;4.7;0.034;0.45
2665;2665;4.8;0.034;0.45
2666;2666;1.8;0.025;0.59
2667;2667;5.2;0.051;0.48
2668;2668;1.2;0.122;0.31
2669;2669;1.8;0.038;0.44
2670;2670;7.6;0.057;0.63
2671;2671;8.2;0.056;0.6
2672;2672;1.3;0.032;0.57
2673;2673;10.0;0.036;0.58
2674;2674;6.4;0.045;0.57
2675;2675;1.0;0.036;0.33
2676;2676;1.8;0.033;0.52
2677;2677;2.0;0.059;0.46
2678;2678;1.5;0.027;0.33
2679;2679;3.5;0.044;0.51
2680;2680;18.05;0.046;0.41
2681;2681;1.8;0.055;0.44
2682;2682;8.2;0.055;0.58
2683;2683;5.0;0.038;0.46
2684;2684;4.6;0.041;0.45
2685;2685;7.0;0.063;0.5
2686;2686;3.1;0.045;0.35
2687;2687;8.8;0.048;0.34
2688;2688;2.4;0.053;0.76
2689;2689;1.4;0.05;0.44
2690;2690;1.8;0.05;0.58
2691;2691;11.9;0.046;0.68
2692;2692;13.4;0.062;0.53
2693;2693;15.4;0.046;0.45
2694;2694;7.2;0.039;0.32
2695;2695;7.4;0.039;0.33
2696;2696;7.8;0.045;0.42
2697;2697;13.5;0.039;0.4
2698;2698;1.3;0.042;0.46
2699;2699;1.5;0.036;0.48
2700;2700;1.2;0.028;0.82
2701;2701;6.4;0.042;0.44
2702;2702;1.2;0.047;0.41
2703;2703;7.3;0.043;0.59
2704;2704;3.8;0.047;0.4
2705;2705;7.3;0.046;0.43
2706;2706;2.7;0.034;0.3
2707;2707;1.4;0.172;0.39
2708;2708;1.6;0.167;0.5
2709;2709;8.0;0.046;0.52
2710;2710;4.7;0.034;0.36
2711;2711;1.9;0.034;0.5
2712;2712;2.8;0.048;0.35
2713;2713;2.2;0.032;0.42
2714;2714;1.7;0.031;0.46
2715;2715;4.9;0.04;0.38
2716;2716;23.5;0.057;0.47
2717;2717;11.8;0.048;0.46
2718;2718;5.2;0.04;0.34
2719;2719;3.2;0.027;0.32
2720;2720;1.5;0.035;0.4
2721;2721;11.7;0.035;0.34
2722;2722;1.6;0.047;0.47
2723;2723;7.3;0.045;0.4
2724;2724;1.6;0.065;0.52
2725;2725;13.3;0.045;0.48
2726;2726;6.0;0.029;0.36
2727;2727;1.6;0.05;0.34
2728;2728;7.7;0.045;0.37
2729;2729;5.9;0.053;0.36
2730;2730;1.0;0.039;0.51
2731;2731;6.4;0.037;0.53
2732;2732;10.4;0.048;0.44
2733;2733;3.5;0.057;0.35
2734;2734;7.7;0.047;0.31
2735;2735;1.8;0.053;0.7
2736;2736;6.5;0.041;0.58
2737;2737;6.7;0.037;0.38
2738;2738;16.8;0.048;0.52
2739;2739;1.6;0.035;0.45
2740;2740;7.0;0.043;0.33
2741;2741;1.2;0.042;0.48
2742;2742;13.0;0.239;0.51
2743;2743;3.8;0.042;0.39
2744;2744;7.5;0.054;0.52
2745;2745;15.55;0.058;0.36
2746;2746;12.3;0.049;0.57
2747;2747;9.4;0.048;0.59
2748;2748;1.2;0.036;0.28
2749;2749;1.6;0.045;0.59
2750;2750;1.6;0.058;0.52
2751;2751;3.95;0.044;0.67
2752;2752;12.8;0.076;0.58
2753;2753;1.0;0.044;0.36
2754;2754;31.6;0.053;0.38
2755;2755;7.4;0.052;0.38
2756;2756;1.3;0.046;0.59
2757;2757;1.1;0.048;0.48
2758;2758;7.8;0.06;0.58
2759;2759;7.7;0.05;0.45
2760;2760;7.7;0.049;0.4
2761;2761;7.8;0.049;0.45
2762;2762;8.3;0.047;0.4
2763;2763;1.4;0.047;0.42
2764;2764;15.4;0.059;0.58
2765;2765;1.0;0.036;0.51
2766;2766;1.0;0.04;0.43
2767;2767;5.9;0.055;0.51
2768;2768;1.2;0.033;0.38
2769;2769;1.2;0.036;0.44
2770;2770;6.7;0.046;0.56
2771;2771;6.5;0.028;0.42
2772;2772;4.8;0.138;0.38
2773;2773;5.3;0.137;0.38
2774;2774;8.9;0.046;0.44
2775;2775;8.8;0.047;0.47
2776;2776;1.8;0.032;0.35
2777;2777;6.6;0.045;0.45
2778;2778;5.7;0.034;0.43
2779;2779;18.35;0.054;0.55
2780;2780;10.0;0.046;0.55
2781;2781;14.4;0.055;0.38
2782;2782;17.85;0.049;0.44
2783;2783;9.4;0.047;0.72
2784;2784;1.55;0.041;0.63
2785;2785;1.3;0.034;0.55
2786;2786;1.5;0.05;0.45
2787;2787;4.2;0.04;0.49
2788;2788;8.6;0.048;0.41
2789;2789;1.4;0.06;0.42
2790;2790;3.0;0.036;0.4
2791;2791;14.9;0.041;0.31
2792;2792;2.0;0.038;0.37
2793;2793;2.2;0.043;0.43
2794;2794;1.8;0.043;0.61
2795;2795;11.1;0.033;0.46
2796;2796;4.2;0.046;0.35
2797;2797;6.4;0.058;0.44
2798;2798;6.4;0.057;0.45
2799;2799;1.5;0.035;0.47
2800;2800;1.5;0.038;0.55
2801;2801;16.95;0.056;0.4
2802;2802;1.7;0.051;0.6
2803;2803;13.6;0.055;0.39
2804;2804;1.6;0.032;0.47
2805;2805;6.1;0.037;0.51
2806;2806;3.0;0.061;0.51
2807;2807;6.2;0.059;0.49
2808;2808;6.6;0.123;0.48
2809;2809;1.6;0.04;0.59
2810;2810;6.0;0.046;0.5
2811;2811;1.5;0.044;0.43
2812;2812;1.7;0.05;0.43
2813;2813;1.8;0.043;0.31
2814;2814;2.6;0.044;0.44
2815;2815;2.7;0.052;0.45
2816;2816;19.5;0.041;0.38
2817;2817;5.0;0.056;0.42
2818;2818;4.6;0.064;0.37
2819;2819;6.4;0.034;0.44
2820;2820;14.5;0.045;0.36
2821;2821;6.7;0.036;0.68
2822;2822;1.1;0.031;0.3
2823;2823;13.8;0.055;0.37
2824;2824;2.5;0.031;0.32
2825;2825;1.1;0.041;0.45
2826;2826;9.6;0.057;0.38
2827;2827;4.6;0.042;0.47
2828;2828;3.1;0.052;0.42
2829;2829;1.8;0.054;0.44
2830;2830;1.05;0.032;0.32
2831;2831;6.5;0.061;0.45
2832;2832;2.0;0.038;0.32
2833;2833;14.9;0.039;0.35
2834;2834;10.0;0.042;0.51
2835;2835;1.1;0.133;0.3
2836;2836;12.0;0.053;0.48
2837;2837;4.8;0.05;0.42
2838;2838;1.2;0.044;0.42
2839;2839;1.5;0.056;0.43
2840;2840;10.4;0.045;0.57
2841;2841;2.5;0.046;0.51
2842;2842;12.3;0.045;0.54
2843;2843;1.4;0.049;0.54
2844;2844;2.2;0.042;0.43
2845;2845;8.0;0.053;0.43
2846;2846;8.6;0.056;0.44
2847;2847;1.2;0.038;0.46
2848;2848;8.7;0.046;0.44
2849;2849;5.4;0.042;0.35
2850;2850;5.7;0.044;0.51
2851;2851;1.5;0.037;0.42
2852;2852;10.9;0.037;0.5
2853;2853;7.7;0.054;0.45
2854;2854;1.7;0.051;0.69
2855;2855;1.4;0.048;0.38
2856;2856;4.5;0.046;0.56
2857;2857;9.9;0.059;0.42
2858;2858;1.4;0.041;0.72
2859;2859;9.5;0.059;0.43
2860;2860;3.0;0.054;0.4
2861;2861;19.6;0.03;0.4
2862;2862;14.0;0.069;0.47
2863;2863;1.8;0.034;0.69
2864;2864;5.4;0.052;0.38
2865;2865;1.8;0.051;0.44
2866;2866;9.25;0.034;0.37
2867;2867;1.5;0.067;0.57
2868;2868;6.8;0.038;0.46
2869;2869;2.6;0.04;0.52
2870;2870;2.1;0.033;0.43
2871;2871;7.6;0.035;0.34
2872;2872;1.6;0.026;0.74
2873;2873;1.4;0.042;0.46
2874;2874;1.6;0.054;0.5
2875;2875;1.4;0.056;0.53
2876;2876;17.95;0.062;0.64
2877;2877;2.0;0.064;0.54
2878;2878;6.3;0.061;0.47
2879;2879;1.4;0.037;0.62
2880;2880;9.05;0.039;0.34
2881;2881;15.4;0.073;0.41
2882;2882;7.1;0.04;0.58
2883;2883;10.2;0.049;0.4
2884;2884;1.6;0.042;0.32
2885;2885;12.4;0.065;0.39
2886;2886;3.4;0.046;0.41
2887;2887;15.0;0.053;0.79
2888;2888;1.5;0.049;0.41
2889;2889;4.8;0.042;0.37
2890;2890;1.2;0.038;0.43
2891;2891;4.1;0.03;0.32
2892;2892;2.8;0.038;0.53
2893;2893;13.9;0.029;0.5
2894;2894;0.8;0.034;0.34
2895;2895;1.0;0.032;0.44
2896;2896;1.2;0.032;0.41
2897;2897;1.7;0.035;0.38
2898;2898;6.3;0.054;0.54
2899;2899;11.5;0.033;0.32
2900;2900;1.5;0.034;0.6
2901;2901;6.3;0.051;0.54
2902;2902;11.2;0.031;0.43
2903;2903;15.1;0.03;0.51
2904;2904;5.6;0.044;0.41
2905;2905;12.6;0.211;0.56
2906;2906;5.7;0.123;0.54
2907;2907;2.2;0.037;0.64
2908;2908;11.0;0.052;0.55
2909;2909;1.0;0.054;0.51
2910;2910;11.8;0.039;0.52
2911;2911;7.8;0.059;0.77
2912;2912;4.7;0.029;0.62
2913;2913;11.5;0.049;0.44
2914;2914;7.9;0.041;0.38
2915;2915;17.8;0.052;0.82
2916;2916;1.7;0.042;0.42
2917;2917;1.6;0.046;0.42
2918;2918;1.6;0.049;0.67
2919;2919;2.4;0.058;0.59
2920;2920;6.4;0.048;0.55
2921;2921;14.0;0.053;0.45
2922;2922;1.6;0.056;0.46
2923;2923;1.6;0.056;0.47
2924;2924;1.4;0.056;0.47
2925;2925;4.7;0.046;0.66
2926;2926;10.2;0.054;0.46
2927;2927;2.3;0.054;0.92
2928;2928;7.8;0.049;0.39
2929;2929;2.4;0.042;0.61
2930;2930;8.3;0.255;0.43
2931;2931;13.9;0.05;0.5
2932;2932;13.8;0.031;0.37
2933;2933;7.3;0.031;0.38
2934;2934;8.5;0.035;0.37
2935;2935;1.8;0.049;0.5
2936;2936;5.1;0.048;0.49
2937;2937;16.05;0.047;0.46
2938;2938;7.35;0.034;0.31
2939;2939;16.05;0.058;0.6
2940;2940;2.0;0.053;0.49
2941;2941;1.2;0.032;0.37
2942;2942;14.0;0.043;0.57
2943;2943;16.2;0.043;0.36
2944;2944;14.3;0.045;0.63
2945;2945;7.9;0.029;0.39
2946;2946;1.0;0.036;0.32
2947;2947;13.6;0.05;0.43
2948;2948;17.85;0.049;0.42
2949;2949;1.3;0.036;0.76
2950;2950;13.7;0.045;0.64
2951;2951;18.3;0.046;0.41
2952;2952;6.5;0.056;0.44
2953;2953;10.3;0.039;0.49
2954;2954;8.1;0.037;0.41
2955;2955;8.6;0.053;0.64
2956;2956;1.9;0.03;0.62
2957;2957;14.1;0.033;0.43
2958;2958;7.9;0.039;0.34
2959;2959;10.7;0.04;0.49
2960;2960;1.2;0.04;0.55
2961;2961;1.9;0.037;0.69
2962;2962;2.7;0.029;0.59
2963;2963;5.7;0.038;0.59
2964;2964;9.3;0.062;0.39
2965;2965;8.1;0.045;0.42
2966;2966;1.3;0.041;0.74
2967;2967;8.5;0.036;0.46
2968;2968;2.1;0.049;0.5
2969;2969;3.5;0.033;0.37
2970;2970;14.4;0.044;0.58
2971;2971;13.7;0.049;0.66
2972;2972;11.1;0.052;0.49
2973;2973;4.9;0.055;0.41
2974;2974;1.7;0.028;0.48
2975;2975;1.6;0.032;0.4
2976;2976;1.4;0.204;0.43
2977;2977;1.4;0.208;0.43
2978;2978;1.6;0.052;0.41
2979;2979;6.8;0.047;0.39
2980;2980;9.7;0.036;0.4
2981;2981;10.5;0.043;0.41
2982;2982;2.0;0.047;0.37
2983;2983;6.2;0.042;0.34
2984;2984;8.3;0.083;0.35
2985;2985;1.6;0.04;0.66
2986;2986;4.6;0.08;0.39
2987;2987;1.2;0.031;0.34
2988;2988;7.6;0.052;0.38
2989;2989;15.0;0.052;0.64
2990;2990;11.6;0.041;0.52
2991;2991;1.1;0.051;0.4
2992;2992;7.8;0.049;0.58
2993;2993;12.0;0.066;0.43
2994;2994;1.1;0.051;0.4
2995;2995;1.4;0.046;0.57
2996;2996;6.7;0.054;0.44
2997;2997;17.2;0.036;0.46
2998;2998;1.4;0.046;0.49
2999;2999;8.2;0.028;0.34
3000;3000;4.3;0.044;0.74
3001;3001;11.1;0.063;0.57
3002;3002;1.1;0.027;0.4
3003;3003;7.2;0.058;0.38
3004;3004;16.6;0.056;0.58
3005;3005;1.0;0.024;0.37
3006;3006;1.3;0.039;0.64
3007;3007;1.4;0.041;0.57
3008;3008;6.9;0.046;0.46
3009;3009;13.3;0.076;0.38
3010;3010;8.1;0.047;0.35
3011;3011;9.2;0.044;0.56
3012;3012;1.4;0.047;0.53
3013;3013;3.2;0.03;0.79
3014;3014;2.5;0.036;0.47
3015;3015;4.5;0.086;0.42
3016;3016;18.35;0.084;0.39
3017;3017;7.8;0.048;0.43
3018;3018;7.0;0.057;0.55
3019;3019;6.3;0.048;0.5
3020;3020;1.2;0.044;0.54
3021;3021;12.8;0.042;0.46
3022;3022;14.2;0.056;0.46
3023;3023;16.65;0.049;0.62
3024;3024;1.9;0.047;0.53
3025;3025;7.7;0.043;0.55
3026;3026;10.4;0.043;0.53
3027;3027;3.3;0.034;0.31
3028;3028;1.1;0.054;0.52
3029;3029;6.3;0.057;0.44
3030;3030;5.25;0.053;0.45
3031;3031;14.6;0.043;0.67
3032;3032;11.8;0.055;0.82
3033;3033;17.3;0.055;0.46
3034;3034;1.4;0.04;0.46
3035;3035;1.3;0.038;0.46
3036;3036;1.6;0.047;0.69
3037;3037;2.4;0.043;0.68
3038;3038;1.5;0.038;0.58
3039;3039;1.8;0.043;0.47
3040;3040;7.7;0.034;0.41
3041;3041;2.0;0.035;0.53
3042;3042;1.4;0.064;0.45
3043;3043;16.7;0.046;0.67
3044;3044;8.1;0.026;0.36
3045;3045;8.0;0.028;0.66
3046;3046;4.7;0.023;0.38
3047;3047;2.1;0.049;0.46
3048;3048;6.4;0.05;0.7
3049;3049;1.5;0.051;0.42
3050;3050;7.6;0.04;0.53
3051;3051;12.4;0.168;0.64
3052;3052;1.3;0.16;0.42
3053;3053;1.7;0.179;0.54
3054;3054;8.1;0.046;0.45
3055;3055;7.1;0.037;0.45
3056;3056;2.3;0.034;0.52
3057;3057;6.5;0.042;0.47
3058;3058;1.4;0.024;0.54
3059;3059;12.7;0.049;0.4
3060;3060;1.6;0.038;0.48
3061;3061;1.1;0.018;0.35
3062;3062;1.2;0.046;0.41
3063;3063;4.6;0.029;0.44
3064;3064;0.6;0.042;0.38
3065;3065;10.6;0.032;0.59
3066;3066;4.8;0.028;0.45
3067;3067;2.7;0.03;0.53
3068;3068;12.6;0.034;0.63
3069;3069;9.2;0.046;0.47
3070;3070;6.6;0.052;0.41
3071;3071;7.0;0.05;0.42
3072;3072;8.45;0.031;0.57
3073;3073;11.1;0.034;0.55
3074;3074;18.15;0.042;0.36
3075;3075;4.1;0.026;0.38
3076;3076;4.6;0.029;0.26
3077;3077;4.9;0.031;0.82
3078;3078;8.3;0.044;0.47
3079;3079;1.4;0.04;0.47
3080;3080;11.5;0.04;0.56
3081;3081;1.8;0.036;0.4
3082;3082;1.6;0.047;0.48
3083;3083;2.4;0.049;0.46
3084;3084;4.9;0.042;0.75
3085;3085;1.8;0.05;0.44
3086;3086;4.3;0.051;0.39
3087;3087;4.4;0.051;0.39
3088;3088;1.4;0.029;0.37
3089;3089;1.6;0.03;0.34
3090;3090;1.3;0.057;0.51
3091;3091;5.2;0.04;0.68
3092;3092;5.6;0.043;0.76
3093;3093;5.3;0.045;0.79
3094;3094;1.6;0.039;0.67
3095;3095;2.1;0.055;0.54
3096;3096;1.4;0.042;0.72
3097;3097;7.1;0.044;0.41
3098;3098;10.7;0.046;0.33
3099;3099;11.1;0.036;0.34
3100;3100;10.7;0.029;0.42
3101;3101;1.6;0.053;0.76
3102;3102;1.5;0.05;0.58
3103;3103;1.5;0.049;0.58
3104;3104;1.6;0.046;0.38
3105;3105;8.0;0.044;0.44
3106;3106;7.7;0.045;0.38
3107;3107;2.7;0.043;0.38
3108;3108;15.1;0.052;0.35
3109;3109;8.9;0.048;0.46
3110;3110;6.0;0.05;0.4
3111;3111;12.3;0.046;0.4
3112;3112;13.1;0.056;0.35
3113;3113;6.7;0.043;0.46
3114;3114;2.3;0.042;0.56
3115;3115;11.1;0.047;0.49
3116;3116;1.5;0.056;0.45
3117;3117;15.2;0.057;0.66
3118;3118;10.2;0.048;0.48
3119;3119;10.7;0.038;0.55
3120;3120;17.1;0.05;0.37
3121;3121;1.9;0.05;0.62
3122;3122;1.2;0.034;0.37
3123;3123;1.2;0.04;0.56
3124;3124;3.1;0.041;0.42
3125;3125;1.5;0.033;0.39
3126;3126;10.7;0.076;0.38
3127;3127;4.9;0.035;0.58
3128;3128;12.6;0.051;0.38
3129;3129;12.15;0.048;0.46
3130;3130;12.0;0.056;0.55
3131;3131;1.7;0.062;0.7
3132;3132;2.6;0.054;0.5
3133;3133;1.4;0.036;0.72
3134;3134;1.9;0.04;0.38
3135;3135;16.9;0.056;0.38
3136;3136;2.1;0.03;0.68
3137;3137;7.0;0.041;0.52
3138;3138;7.1;0.054;0.55
3139;3139;5.9;0.058;0.52
3140;3140;8.7;0.06;0.31
3141;3141;13.2;0.056;0.39
3142;3142;15.3;0.056;0.5
3143;3143;13.2;0.047;0.46
3144;3144;2.7;0.037;0.74
3145;3145;10.65;0.053;0.48
3146;3146;10.0;0.054;0.42
3147;3147;6.8;0.056;0.4
3148;3148;15.6;0.04;0.54
3149;3149;5.1;0.038;0.46
3150;3150;3.0;0.035;0.43
3151;3151;2.1;0.052;0.41
3152;3152;1.9;0.054;0.45
3153;3153;8.6;0.052;0.59
3154;3154;8.75;0.035;0.46
3155;3155;3.6;0.038;0.31
3156;3156;4.7;0.031;0.33
3157;3157;1.3;0.048;0.66
3158;3158;1.8;0.031;0.34
3159;3159;9.7;0.04;0.48
3160;3160;4.0;0.03;0.46
3161;3161;2.4;0.087;0.44
3162;3162;18.8;0.028;0.35
3163;3163;1.8;0.069;0.47
3164;3164;12.8;0.053;0.49
3165;3165;7.8;0.042;0.37
3166;3166;16.75;0.05;0.54
3167;3167;12.8;0.053;0.49
3168;3168;5.4;0.06;0.44
3169;3169;1.3;0.047;0.55
3170;3170;10.1;0.053;0.46
3171;3171;3.8;0.044;0.4
3172;3172;10.9;0.041;0.47
3173;3173;6.6;0.04;0.47
3174;3174;9.8;0.041;0.47
3175;3175;11.7;0.051;0.44
3176;3176;1.2;0.217;0.53
3177;3177;1.4;0.056;0.42
3178;3178;9.6;0.052;0.49
3179;3179;12.2;0.048;0.54
3180;3180;2.6;0.044;0.51
3181;3181;10.7;0.037;0.32
3182;3182;4.9;0.058;0.51
3183;3183;1.1;0.037;0.38
3184;3184;1.0;0.036;0.37
3185;3185;8.2;0.051;0.52
3186;3186;11.3;0.049;0.52
3187;3187;7.3;0.069;0.53
3188;3188;2.3;0.051;0.67
3189;3189;2.1;0.058;0.55
3190;3190;2.0;0.059;0.56
3191;3191;10.0;0.056;0.6
3192;3192;15.75;0.035;0.37
3193;3193;3.9;0.045;0.64
3194;3194;2.0;0.031;0.49
3195;3195;1.5;0.039;0.64
3196;3196;1.6;0.058;0.5
3197;3197;1.4;0.056;0.78
3198;3198;1.4;0.047;0.65
3199;3199;13.8;0.041;0.4
3200;3200;1.3;0.051;0.62
3201;3201;3.8;0.051;0.38
3202;3202;6.9;0.041;0.6
3203;3203;2.2;0.027;0.36
3204;3204;1.6;0.045;0.44
3205;3205;10.8;0.051;0.47
3206;3206;12.8;0.056;0.42
3207;3207;15.3;0.067;0.44
3208;3208;12.1;0.046;0.46
3209;3209;12.0;0.046;0.46
3210;3210;11.6;0.042;0.59
3211;3211;9.2;0.034;0.36
3212;3212;2.8;0.054;0.45
3213;3213;1.6;0.049;0.51
