wine_id;alcohol;density;pH;quality
2397;12.4;0.9911;3.2;3
2398;8.7;0.9986;3.06;6
2399;12.4;0.992;3.17;7
2400;12.6;0.992;3.16;7
2401;11.0;0.9943;3.38;6
2402;10.1;0.9937;3.42;6
2403;10.5;0.993;3.03;5
2404;10.9;0.9928;3.17;5
2405;13.5;0.9896;3.07;7
2406;9.7;0.998;3.19;5
2407;9.2;0.9954;3.45;6
2408;10.6;0.9938;3.4;7
2409;13.3;0.9918;2.98;7
2410;10.1;0.9944;3.29;5
2411;9.4;0.9999;2.92;4
2412;10.6;0.9953;3.18;7
2413;11.3;0.992;3.25;6
2414;10.8;0.9925;3.32;7
2415;10.4;0.9981;3.15;5
2416;10.5;0.9952;3.82;7
2417;9.3;0.9927;3.13;5
2418;9.3;0.9927;3.12;6
2419;12.2;0.9911;3.29;7
2420;9.2;0.9936;3.08;5
2421;10.3;0.9959;3.81;6
2422;9.4;0.9946;3.33;6
2423;10.2;0.9948;3.28;6
2424;9.0;0.9955;3.08;6
2425;9.3;0.9951;3.06;6
2426;9.2;0.9952;3.06;6
2427;9.4;0.9946;3.32;6
2428;9.5;0.9944;2.92;6
2429;9.9;0.9938;3.46;5
2430;11.1;0.9963;3.46;7
2431;12.3;0.991;2.99;8
2432;8.6;1.0003;3.21;7
2433;9.4;0.9966;3.04;5
2434;9.4;0.9993;3.07;6
2435;10.9;0.9938;3.21;5
2436;9.4;0.9965;3.2;5
2437;9.2;0.9938;3.22;6
2438;10.8;0.9942;3.33;6
2439;10.5;0.9928;3.29;6
2440;12.5;0.991;3.02;6
2441;12.1;0.9911;2.99;7
2442;8.7;0.9977;3.02;5
2443;12.7;0.9927;3.07;8
2444;11.4;0.9912;3.06;7
2445;12.9;0.9907;3.02;7
2446;12.8;0.9902;3.15;7
2447;11.2;0.992;3.38;6
2448;9.7;0.994;3.14;6
2449;9.7;0.9966;3.04;6
2450;10.3;0.993;3.5;6
2451;11.6;0.993;3.0;4
2452;11.6;0.993;3.0;4
2453;10.9;0.9942;3.32;6
2454;12.6;0.9925;3.19;7
2455;12.4;0.9925;3.3;6
2456;11.5;0.9928;2.96;5
2457;10.2;0.995;2.93;6
2458;11.4;0.9939;3.22;5
2459;9.6;0.9958;3.3;6
2460;10.3;0.9952;3.05;6
2461;9.3;1.0;2.95;5
2462;10.7;0.9948;3.33;7
2463;12.8;0.99;3.13;8
2464;9.5;0.9958;2.98;5
2465;10.4;0.9948;3.02;6
2466;10.3;0.9949;3.02;6
2467;9.9;0.997;3.46;6
2468;10.7;0.9927;3.23;6
2469;10.5;0.9938;2.94;5
2470;9.6;0.9949;3.08;5
2471;9.3;0.9953;3.15;6
2472;10.0;0.997;3.1;6
2473;11.2;0.9932;3.04;6
2474;10.8;0.9927;3.32;5
2475;10.3;0.9932;3.54;6
2476;8.8;0.9955;3.03;5
2477;12.8;0.9914;3.04;6
2478;13.2;0.991;3.23;6
2479;10.1;0.992;3.54;6
2480;11.0;0.9924;3.44;5
2481;10.8;0.9927;3.25;6
2482;12.8;0.9911;3.2;7
2483;9.2;0.9958;3.12;6
2484;10.5;0.9928;3.12;6
2485;11.7;0.9902;3.37;6
2486;9.5;0.994;2.85;5
2487;9.5;0.994;2.85;5
2488;8.8;0.9972;3.4;6
2489;9.3;1.0004;3.15;7
2490;12.6;0.991;3.09;8
2491;12.4;0.9918;3.21;6
2492;10.1;0.995;3.65;6
2493;11.2;0.9941;3.26;8
2494;10.0;0.9956;3.29;5
2495;10.8;0.9959;2.99;6
2496;10.0;0.9922;3.27;6
2497;10.4;0.9931;3.04;5
2498;9.8;0.9984;3.51;6
2499;12.2;0.9908;3.26;8
2500;12.7;0.991;3.39;8
2501;12.2;0.9928;3.21;7
2502;11.9;0.9936;3.15;7
2503;10.4;0.9924;2.96;4
2504;12.8;0.9917;3.29;7
2505;12.7;0.9906;3.28;7
2506;9.0;0.9955;3.43;5
2507;11.4;0.9907;2.92;5
2508;8.9;1.0;3.32;6
2509;9.3;0.9953;3.15;6
2510;12.0;0.9911;3.28;8
2511;10.8;0.9922;3.36;7
2512;10.5;0.9951;3.52;6
2513;10.6;0.9948;3.59;7
2514;11.3;0.9906;3.19;7
2515;9.5;0.994;3.22;4
2516;10.1;0.9927;3.33;7
2517;10.9;0.9914;3.25;6
2518;8.9;0.9958;3.15;5
2519;9.3;0.9984;2.9;5
2520;10.4;0.9941;3.25;6
2521;12.0;0.9944;3.1;7
2522;9.5;0.998;2.87;6
2523;12.4;0.9902;3.14;7
2524;11.2;0.9911;3.28;7
2525;11.4;0.9929;3.15;6
2526;11.4;0.993;3.16;6
2527;11.1;0.9918;3.35;7
2528;10.4;0.992;3.1;6
2529;12.0;0.9932;3.38;7
2530;12.3;0.992;3.54;7
2531;9.1;0.994;3.12;6
2532;10.5;0.9923;3.24;6
2533;11.4;0.993;3.23;6
2534;9.5;0.9956;3.77;5
2535;13.7;0.9907;3.42;7
2536;13.4;0.99;3.28;6
2537;11.3;0.9918;3.2;7
2538;10.0;0.9926;3.06;6
2539;10.1;0.995;3.49;6
2540;12.2;0.99;3.26;6
2541;9.3;0.9946;3.31;6
2542;12.3;0.9898;3.09;7
2543;8.9;0.9986;3.04;7
2544;11.5;0.9928;3.19;6
2545;9.3;0.9979;3.17;6
2546;11.1;0.994;3.3;8
2547;10.9;0.9937;3.34;8
2548;11.6;0.9938;2.9;5
2549;10.2;0.9942;3.15;4
2550;10.5;0.9944;3.01;8
2551;11.4;0.993;2.91;6
2552;10.6;0.9932;3.14;6
2553;11.6;0.9934;3.31;6
2554;12.3;0.9925;3.25;8
2555;10.8;0.9944;3.14;6
2556;11.3;0.9909;3.29;6
2557;9.3;0.9932;3.36;5
2558;10.0;0.9934;3.36;6
2559;11.0;1.0001;3.04;3
2560;10.2;0.992;3.13;5
2561;10.8;0.9916;3.07;7
2562;10.1;0.998;3.1;4
2563;11.6;0.9919;3.27;6
2564;9.1;0.9925;3.32;5
2565;10.0;0.9977;3.06;4
2566;11.4;0.991;3.25;6
2567;12.7;0.99;3.05;6
2568;11.3;0.9917;3.13;5
2569;10.4;0.9923;3.0;7
2570;9.6;0.9928;3.3;5
2571;10.1;0.9923;3.0;4
2572;12.1;0.9902;3.1;7
2573;12.2;0.9893;3.07;6
2574;9.6;0.9982;3.17;5
2575;9.2;1.0005;2.99;5
2576;9.5;0.9951;3.23;5
2577;8.9;0.9956;3.16;5
2578;8.8;0.998;3.03;5
2579;10.5;0.9928;3.16;5
2580;9.4;0.9938;3.08;5
2581;12.2;0.9914;3.24;6
2582;11.3;0.9955;3.14;6
2583;12.2;0.9924;3.25;6
2584;12.2;0.9911;3.38;6
2585;11.2;0.9917;3.23;6
2586;11.5;0.9932;3.2;6
2587;9.3;0.9929;3.01;5
2588;11.8;0.9958;3.14;7
2589;9.2;1.0012;2.99;5
2590;9.2;0.9968;3.0;5
2591;12.2;0.991;3.31;6
2592;10.6;0.9946;3.24;6
2593;12.4;0.9928;3.28;6
2594;10.8;0.9946;3.56;6
2595;11.0;0.9918;3.06;6
2596;12.7;0.9926;3.16;8
2597;10.2;0.9931;3.46;5
2598;12.3;0.9903;3.13;7
2599;9.8;0.9928;3.19;5
2600;11.4;0.9911;3.15;5
2601;10.8;0.9938;3.21;6
2602;9.5;0.9942;2.99;4
2603;10.2;0.9945;3.46;6
2604;10.7;0.9962;3.22;5
2605;10.8;0.992;3.05;6
2606;11.5;0.9927;2.99;6
2607;10.7;0.9948;3.32;6
2608;10.1;0.9942;3.37;6
2609;10.4;0.9952;3.62;6
2610;9.1;0.9958;3.14;3
2611;10.6;0.9918;2.98;6
2612;9.4;0.9932;3.3;6
2613;9.8;1.0004;3.51;6
2614;9.5;0.9972;3.18;6
2615;9.3;0.9998;2.99;5
2616;10.3;0.9918;3.55;6
2617;11.1;0.9918;3.06;5
2618;10.0;0.9964;3.14;5
2619;12.3;0.9936;3.13;8
2620;12.4;0.9931;3.14;8
2621;12.3;0.9938;3.13;7
2622;10.4;0.9934;3.41;5
2623;12.1;0.99;3.13;7
2624;12.5;0.9914;3.16;6
2625;13.0;0.9904;3.22;6
2626;11.0;0.994;2.99;7
2627;10.1;0.9938;3.05;5
2628;9.2;0.9933;3.13;5
2629;12.6;0.9909;3.27;7
2630;12.2;0.9942;3.26;8
2631;9.8;0.9945;3.04;7
2632;11.0;0.9954;3.1;6
2633;10.0;0.996;3.22;6
2634;9.8;0.9991;3.55;6
2635;10.5;0.993;3.16;5
2636;10.0;0.9942;3.23;5
2637;11.2;0.9934;3.02;6
2638;11.0;0.9939;2.99;7
2639;11.2;0.9937;3.01;6
2640;10.5;0.9926;3.14;6
2641;10.6;0.9951;3.02;6
2642;10.6;0.9952;3.02;6
2643;12.0;0.9935;3.04;6
2644;10.1;0.9939;3.05;6
2645;11.0;0.9927;3.25;5
2646;10.0;0.998;3.34;6
2647;8.7;0.9997;3.28;6
2648;8.7;0.9981;3.04;5
2649;11.1;0.992;3.15;6
2650;11.0;0.9954;3.04;6
2651;11.1;0.992;3.15;6
2652;11.2;0.9943;3.1;7
2653;11.1;0.9941;3.14;7
2654;10.8;0.9936;3.24;6
2655;9.0;0.9996;3.38;6
2656;10.3;0.9932;3.03;6
2657;9.9;0.9926;2.91;5
2658;10.0;0.9936;3.13;6
2659;9.8;0.992;3.21;6
2660;9.1;0.993;3.16;4
2661;10.6;0.9924;3.23;6
2662;10.6;0.9928;3.2;6
2663;10.6;0.9952;3.18;6
2664;9.9;0.9945;3.13;6
2665;9.9;0.9945;3.12;6
2666;12.8;0.9903;3.34;6
2667;10.6;0.9953;3.18;6
2668;8.7;0.9936;3.09;6
2669;12.6;0.9912;3.32;7
2670;11.0;0.9962;3.43;7
2671;11.2;0.9965;3.29;7
2672;10.7;0.9932;3.45;7
2673;9.6;0.9967;3.08;6
2674;9.0;0.9963;3.27;4
2675;10.5;0.992;2.96;4
2676;12.8;0.991;3.29;6
2677;10.1;0.9958;3.15;5
2678;12.2;0.99;3.3;7
2679;10.1;0.9938;3.14;6
2680;9.2;0.9996;3.06;5
2681;9.9;0.9946;3.33;5
2682;9.7;0.9974;3.52;6
2683;9.9;0.9945;3.21;5
2684;9.9;0.9946;3.21;5
2685;10.3;0.9957;3.54;6
2686;10.3;0.9931;3.16;5
2687;10.5;0.9947;2.88;4
2688;10.5;0.9953;3.63;6
2689;9.8;0.9931;3.32;6
2690;10.6;0.9946;3.31;4
2691;10.1;0.9978;3.58;5
2692;9.0;0.9989;3.22;4
2693;9.5;1.0004;3.18;5
2694;11.5;0.9938;2.94;6
2695;11.9;0.9934;3.03;7
2696;9.2;0.9956;3.21;6
2697;8.7;0.9982;3.02;5
2698;9.8;0.9948;3.11;5
2699;11.2;0.9926;3.35;6
2700;12.3;0.991;3.08;6
2701;10.4;0.9945;3.34;6
2702;10.7;0.9916;3.13;6
2703;10.5;0.9953;3.13;6
2704;9.4;0.9938;2.95;6
2705;9.2;0.9956;3.24;6
2706;11.9;0.9906;3.15;5
2707;9.9;0.9932;3.27;6
2708;11.4;0.9914;3.11;6
2709;10.7;0.996;3.08;6
2710;12.7;0.9906;3.28;5
2711;13.5;0.98815;3.32;7
2712;9.5;0.9942;3.24;5
2713;12.9;0.9903;3.37;9
2714;12.5;0.9906;3.07;6
2715;9.5;0.9935;3.34;7
2716;8.6;1.0024;2.98;5
2717;10.0;0.9968;3.09;7
2718;10.1;0.9941;3.12;6
2719;11.3;0.9919;3.03;7
2720;10.6;0.9928;3.26;7
2721;10.8;0.9958;3.14;5
2722;10.7;0.9932;3.4;6
2723;9.0;0.9957;3.09;6
2724;9.2;0.9937;3.22;6
2725;8.5;0.9982;3.14;6
2726;11.3;0.9928;3.41;8
2727;9.4;0.9956;3.13;5
2728;8.7;0.9957;3.11;6
2729;9.4;0.9954;3.36;6
2730;10.5;0.993;3.09;7
2731;9.7;0.9954;3.38;6
2732;10.2;0.9987;3.31;6
2733;11.5;0.9928;3.19;6
2734;9.6;0.9951;2.94;6
2735;11.4;0.993;3.23;5
2736;12.2;0.9926;3.41;8
2737;11.0;0.9938;3.2;7
2738;9.2;1.0001;3.03;6
2739;10.2;0.9933;3.26;6
2740;10.0;0.9952;3.21;5
2741;9.7;0.9934;3.13;6
2742;9.2;0.9988;2.96;5
2743;10.5;0.993;3.1;5
2744;10.1;0.9948;3.27;6
2745;9.1;0.9998;3.42;7
2746;10.2;0.9971;3.09;7
2747;10.5;0.9962;3.17;7
2748;12.1;0.99;3.05;7
2749;10.2;0.9942;3.4;5
2750;9.4;0.9965;3.65;4
2751;12.8;0.9912;3.08;7
2752;9.0;0.9978;3.12;6
2753;10.9;0.9928;3.24;4
2754;8.8;1.0103;3.15;6
2755;9.0;0.9956;3.11;5
2756;10.2;0.9936;3.09;5
2757;9.2;0.9929;3.19;5
2758;11.3;0.9966;3.26;6
2759;8.8;0.9964;3.12;5
2760;9.3;0.996;3.16;5
2761;9.4;0.9959;3.17;6
2762;10.3;0.9954;3.23;6
2763;10.8;0.9914;2.92;7
2764;9.0;1.0004;3.27;4
2765;11.5;0.9911;3.41;8
2766;10.8;0.9938;3.25;5
2767;11.8;0.9927;2.95;6
2768;10.5;0.9922;3.12;7
2769;9.9;0.9924;3.14;6
2770;9.8;0.9963;3.2;6
2771;11.4;0.9936;3.4;7
2772;9.3;0.9951;3.2;5
2773;9.3;0.9951;3.2;5
2774;10.3;0.9955;3.3;6
2775;8.9;0.9961;3.17;5
2776;11.1;0.992;3.11;6
2777;10.4;0.9944;3.36;6
2778;10.1;0.9944;3.33;5
2779;9.0;1.0008;3.22;5
2780;11.9;0.9962;3.74;6
2781;9.0;0.9986;3.12;7
2782;9.1;1.0;3.06;7
2783;10.0;0.9982;3.46;5
2784;9.4;0.9949;3.55;3
2785;11.4;0.9915;3.27;6
2786;9.7;0.9951;3.11;4
2787;11.8;0.9927;3.28;6
2788;10.2;0.9955;3.25;5
2789;9.2;0.9952;3.37;6
2790;11.0;0.9928;3.25;6
2791;10.0;0.9982;3.08;6
2792;12.2;0.9914;3.32;6
2793;11.6;0.9918;3.38;6
2794;10.2;0.9944;3.44;6
2795;10.3;0.9969;3.14;5
2796;8.6;0.9955;3.25;4
2797;9.6;0.9954;3.16;5
2798;9.6;0.9955;3.16;5
2799;11.3;0.9921;3.41;6
2800;9.9;0.9934;3.41;6
2801;9.6;0.9998;3.45;5
2802;10.6;0.9946;3.36;4
2803;9.8;0.9984;3.44;5
2804;10.5;0.9924;3.08;5
2805;10.8;0.9939;3.24;5
2806;10.0;0.995;3.22;6
2807;10.1;0.9957;3.3;6
2808;9.4;0.9953;3.07;5
2809;11.5;0.9912;3.32;8
2810;10.8;0.9939;3.26;6
2811;9.9;0.9921;3.1;6
2812;9.0;0.9954;3.16;4
2813;9.4;0.9933;3.38;6
2814;10.8;0.9941;3.46;7
2815;10.9;0.995;3.5;7
2816;12.0;0.9977;3.24;6
2817;10.5;0.9945;3.47;6
2818;9.3;0.9952;3.29;6
2819;11.8;0.9924;3.23;6
2820;10.0;0.9986;3.48;6
2821;11.4;0.9939;3.2;6
2822;10.4;0.9929;2.94;6
2823;9.5;0.9988;3.36;6
2824;11.9;0.9906;3.14;5
2825;11.1;0.9914;2.99;6
2826;9.6;0.9978;3.39;6
2827;12.0;0.9928;3.29;6
2828;8.7;0.9948;3.14;5
2829;10.0;0.9946;3.24;5
2830;11.4;0.9908;2.91;4
2831;9.6;0.9954;3.14;6
2832;12.9;0.9906;3.18;6
2833;9.7;0.99705;3.14;6
2834;9.3;0.9982;3.23;6
2835;9.1;0.9932;3.1;5
2836;8.6;0.9977;3.16;5
2837;9.9;0.994;3.14;5
2838;10.9;0.9929;3.28;5
2839;10.2;0.9924;3.2;6
2840;9.7;0.9966;3.11;6
2841;11.4;0.9921;3.38;7
2842;9.5;0.9967;3.24;6
2843;10.2;0.9934;3.42;7
2844;11.1;0.9914;3.31;6
2845;9.3;0.9961;3.22;5
2846;8.8;0.9967;3.17;5
2847;10.6;0.9926;2.8;5
2848;9.3;0.99605;3.17;5
2849;10.2;0.99435;3.31;6
2850;10.2;0.9948;3.16;6
2851;11.0;0.9916;3.46;7
2852;9.6;0.997;3.4;6
2853;8.8;0.9961;3.17;5
2854;8.9;0.9955;3.28;5
2855;10.0;0.9922;3.17;5
2856;12.2;0.9918;3.16;7
2857;10.9;0.9955;3.04;6
2858;9.5;0.9941;3.34;6
2859;10.9;0.9955;3.04;6
2860;10.8;0.9924;3.16;6
2861;12.0;0.9973;3.24;6
2862;9.8;0.999;3.56;5
2863;11.0;0.9922;3.42;8
2864;9.8;0.9953;3.24;5
2865;10.5;0.9945;3.49;4
2866;11.4;0.9945;3.05;6
2867;10.1;0.9957;3.27;6
2868;11.6;0.9932;3.33;7
2869;11.8;0.9913;3.07;7
2870;12.1;0.9909;3.33;7
2871;12.0;0.9939;3.16;5
2872;12.1;0.991;3.08;7
2873;9.1;0.9954;3.15;5
2874;9.3;0.9943;3.36;5
2875;10.4;0.993;3.2;6
2876;9.1;1.0002;3.27;5
2877;9.4;0.9946;3.32;5
2878;9.6;0.9953;3.16;6
2879;12.0;0.9918;3.19;5
2880;11.3;0.9936;3.27;8
2881;8.7;0.9984;3.06;6
2882;9.9;0.9956;3.39;6
2883;9.3;0.9966;3.08;6
2884;9.5;0.9942;3.07;5
2885;9.4;0.9974;3.16;5
2886;9.4;0.9944;3.15;5
2887;8.8;1.0008;3.28;6
2888;9.9;0.9928;3.18;6
2889;12.6;0.9908;3.29;6
2890;11.1;0.9917;3.19;6
2891;12.8;0.9911;3.0;7
2892;12.0;0.9912;3.09;6
2893;12.0;0.9953;3.36;7
2894;9.2;0.9932;3.19;4
2895;12.3;0.9896;3.38;6
2896;13.0;0.9889;3.19;6
2897;10.9;0.9926;3.07;5
2898;10.0;0.9964;3.36;6
2899;9.0;0.9974;3.22;5
2900;10.4;0.9944;3.42;5
2901;10.0;0.9963;3.36;6
2902;11.3;0.9948;3.12;7
2903;12.0;0.9953;3.13;7
2904;10.6;0.9949;3.6;6
2905;9.3;0.9988;2.99;5
2906;9.4;0.9954;3.04;6
2907;11.0;0.992;3.27;7
2908;9.3;0.9984;3.44;6
2909;10.5;0.9926;3.42;5
2910;9.5;0.9976;3.07;6
2911;11.2;0.9972;3.33;6
2912;12.3;0.991;3.29;6
2913;9.0;0.998;3.27;5
2914;9.0;0.9966;3.07;5
2915;9.0;1.0007;2.98;5
2916;11.4;0.992;3.25;6
2917;11.0;0.9925;3.2;7
2918;10.4;0.9934;3.6;7
2919;10.3;0.9955;3.28;5
2920;10.5;0.9944;3.29;7
2921;9.8;0.9981;3.14;6
2922;10.0;0.9968;3.11;4
2923;9.7;0.9946;3.14;5
2924;9.7;0.9946;3.13;5
2925;10.5;0.9946;3.32;6
2926;10.0;0.997;3.14;6
2927;11.5;0.9924;3.24;7
2928;9.5;0.9958;3.24;5
2929;10.5;0.994;3.43;6
2930;10.2;0.9958;3.12;6
2931;9.8;0.9984;3.34;6
2932;11.6;0.9948;3.1;6
2933;11.8;0.9932;3.15;7
2934;10.1;0.9952;3.04;7
2935;10.3;0.9924;3.31;6
2936;10.4;0.9945;3.34;6
2937;8.9;0.9976;3.09;5
2938;10.8;0.9938;3.06;5
2939;9.2;0.9997;3.38;5
2940;9.6;0.994;3.18;6
2941;10.4;0.9921;3.08;6
2942;8.7;0.9986;3.03;6
2943;9.2;0.9987;3.06;6
2944;9.2;0.9991;3.18;5
2945;10.2;0.9948;3.4;5
2946;9.0;0.993;3.2;5
2947;9.7;0.9988;3.37;5
2948;9.6;1.0;3.34;5
2949;10.0;0.9932;3.14;5
2950;9.1;0.9989;3.18;5
2951;8.7;1.0;3.3;5
2952;9.5;0.9952;3.14;5
2953;9.5;0.9969;2.93;6
2954;8.9;0.9966;2.9;6
2955;9.9;0.9976;3.29;6
2956;12.6;0.99;3.29;7
2957;9.7;0.9988;2.72;6
2958;10.4;0.9942;2.96;5
2959;9.1;0.9984;2.93;6
2960;10.4;0.9932;3.01;5
2961;10.6;0.9933;3.16;5
2962;12.0;0.9916;3.12;7
2963;12.5;0.9914;2.93;7
2964;9.6;0.9966;3.21;5
2965;9.2;0.9958;3.08;5
2966;9.9;0.9926;3.04;6
2967;11.7;0.9939;2.96;6
2968;9.6;0.9953;3.09;6
2969;12.0;0.9906;3.0;6
2970;8.9;0.9991;3.17;6
2971;9.0;0.9994;3.24;6
2972;10.2;0.9976;3.03;7
2973;9.4;0.9953;3.29;5
2974;10.4;0.9923;2.97;5
2975;10.4;0.993;3.15;4
2976;10.0;0.9931;3.16;6
2977;10.0;0.9932;3.16;6
2978;10.5;0.9926;3.05;5
2979;11.4;0.9938;3.23;6
2980;10.2;0.9966;3.08;5
2981;10.4;0.9974;3.04;6
2982;11.0;0.9924;3.24;3
2983;10.1;0.9948;2.89;6
2984;9.2;0.9964;3.0;5
2985;10.3;0.9924;3.23;6
2986;11.1;0.9938;3.23;7
2987;9.9;0.9928;3.33;5
2988;9.0;0.9959;3.14;5
2989;8.6;1.0001;2.93;5
2990;9.5;0.9968;3.18;5
2991;9.0;0.9932;3.02;5
2992;10.0;0.9954;2.99;6
2993;9.0;0.9992;3.6;6
2994;9.0;0.9932;3.02;5
2995;10.2;0.9939;3.34;7
2996;9.6;0.9952;3.04;5
2997;9.7;0.9996;2.96;5
2998;10.2;0.9966;3.02;4
2999;13.0;0.9925;3.01;7
3000;10.8;0.996;3.37;6
3001;9.0;0.9973;2.89;5
3002;9.9;0.9937;3.37;5
3003;9.2;0.9966;3.29;6
3004;8.7;1.0017;2.96;6
3005;10.1;0.993;2.79;5
3006;9.5;0.9959;2.9;5
3007;9.9;0.9958;3.17;5
3008;9.0;0.9958;3.19;5
3009;8.6;0.9979;3.03;6
3010;10.5;0.9941;3.12;6
3011;9.5;0.997;3.09;7
3012;10.1;0.9934;3.43;6
3013;11.7;0.9927;3.53;7
3014;10.7;0.9944;3.23;6
3015;9.2;0.9963;3.15;5
3016;8.8;1.0011;3.17;5
3017;9.5;0.9959;3.24;6
3018;10.2;0.9973;3.57;5
3019;9.1;0.9966;3.25;6
3020;10.5;0.9932;3.19;6
3021;9.0;0.9984;3.09;6
3022;8.9;0.999;3.14;8
3023;9.1;1.0006;3.2;6
3024;10.1;0.9937;3.2;6
3025;10.0;0.9954;3.12;5
3026;9.5;0.997;3.11;6
3027;12.3;0.9912;3.08;7
3028;9.1;0.9939;3.24;4
3029;9.6;0.9957;3.5;5
3030;11.6;0.9926;3.13;6
3031;8.8;0.9994;3.34;6
3032;8.9;1.0004;3.34;6
3033;9.0;1.0002;3.13;6
3034;10.0;0.9922;3.19;5
3035;10.0;0.9922;3.18;5
3036;11.1;0.9934;3.36;6
3037;10.6;0.9941;3.42;6
3038;10.1;0.9924;3.34;6
3039;10.0;0.9948;3.52;5
3040;12.2;0.9935;3.18;7
3041;11.0;0.9918;3.23;6
3042;11.1;0.9924;3.37;5
3043;10.4;0.9979;3.22;6
3044;11.8;0.993;2.94;5
3045;10.8;0.994;3.11;6
3046;12.5;0.991;3.3;7
3047;11.6;0.9922;3.25;7
3048;11.5;0.9937;3.19;6
3049;10.1;0.9928;3.23;6
3050;9.2;0.9965;3.11;6
3051;9.2;0.9991;3.07;5
3052;8.9;0.9948;3.08;5
3053;10.1;0.9925;3.09;5
3054;8.9;0.9958;3.13;5
3055;9.7;0.9962;3.1;6
3056;11.0;0.9951;3.06;6
3057;10.7;0.9944;3.14;5
3058;10.8;0.9916;3.24;6
3059;9.8;0.9987;3.41;5
3060;11.0;0.9928;3.25;5
3061;10.4;0.9926;2.97;5
3062;10.2;0.9934;3.8;6
3063;9.0;0.9949;3.34;5
3064;10.6;0.9926;3.08;5
3065;9.5;0.997;3.22;6
3066;9.2;0.9948;3.34;6
3067;11.0;0.992;2.97;6
3068;9.9;0.9964;3.28;6
3069;9.3;0.9982;3.38;5
3070;9.6;0.9955;3.14;5
3071;9.5;0.9955;3.14;5
3072;9.7;0.9958;3.39;7
3073;9.7;0.9997;2.93;3
3074;8.7;1.0001;3.3;5
3075;12.4;0.9918;3.01;5
3076;10.6;0.9931;3.07;6
3077;12.0;0.9926;3.36;7
3078;9.0;0.9966;3.12;5
3079;8.8;0.9932;3.13;5
3080;9.5;0.9969;3.22;5
3081;10.8;0.9925;3.32;6
3082;11.4;0.9914;3.16;5
3083;10.3;0.996;3.6;5
3084;9.5;0.9952;3.3;6
3085;9.9;0.9934;3.15;5
3086;10.2;0.9939;3.16;5
3087;10.2;0.9939;3.16;5
3088;11.0;0.9906;3.44;6
3089;12.1;0.9901;3.22;7
3090;9.1;0.9948;3.26;6
3091;9.5;0.995;3.26;6
3092;9.5;0.9953;3.27;5
3093;9.8;0.9953;3.31;5
3094;9.6;0.9948;3.3;5
3095;10.2;0.9951;3.52;6
3096;10.5;0.9931;3.68;6
3097;10.4;0.9962;3.32;4
3098;10.7;0.9959;3.22;5
3099;10.5;0.9962;3.15;6
3100;10.6;0.9958;2.85;5
3101;9.6;0.9948;3.29;6
3102;9.5;0.994;3.14;5
3103;9.4;0.9942;3.12;6
3104;9.8;0.9942;3.22;6
3105;9.2;0.9964;3.16;5
3106;9.5;0.9958;3.17;5
3107;9.2;0.9932;3.34;5
3108;9.4;0.9986;2.94;5
3109;9.3;0.9988;3.4;5
3110;9.1;0.9953;3.19;5
3111;9.5;0.9983;3.36;5
3112;9.1;1.0;3.42;6
3113;10.6;0.9951;3.63;5
3114;12.4;0.9906;3.19;6
3115;8.7;0.9981;3.18;5
3116;8.8;0.9936;3.12;5
3117;9.0;1.0005;3.02;5
3118;10.3;0.9972;3.16;6
3119;9.5;0.9969;3.12;6
3120;8.8;1.0001;3.3;5
3121;9.9;0.9934;3.38;5
3122;11.7;0.9902;3.14;4
3123;10.8;0.993;3.21;5
3124;12.0;0.9914;3.43;6
3125;10.3;0.9941;3.2;4
3126;9.0;0.9967;3.05;5
3127;12.2;0.9918;3.19;7
3128;9.9;0.998;3.39;5
3129;10.1;0.9957;3.2;5
3130;9.3;0.9986;3.31;5
3131;9.5;0.9958;3.1;5
3132;9.2;0.9948;3.43;6
3133;11.7;0.9918;3.27;5
3134;11.0;0.9923;3.35;5
3135;9.6;0.9998;3.37;6
3136;11.9;0.9914;2.99;6
3137;10.8;0.9939;3.25;6
3138;10.1;0.9966;3.38;5
3139;10.9;0.995;3.25;6
3140;10.4;0.994;3.27;5
3141;9.2;0.9972;3.05;5
3142;9.6;0.9998;3.27;5
3143;9.0;0.9982;3.1;5
3144;11.5;0.9924;3.4;7
3145;10.2;0.9972;3.17;6
3146;9.9;0.997;3.4;6
3147;9.6;0.9954;3.44;6
3148;10.6;0.9962;3.1;5
3149;11.8;0.9921;3.24;6
3150;12.2;0.9905;3.18;6
3151;10.6;0.993;3.2;6
3152;10.3;0.9941;3.27;6
3153;10.2;0.9994;3.12;4
3154;10.7;0.9962;3.11;5
3155;11.7;0.992;3.05;4
3156;12.0;0.9922;3.01;6
3157;10.6;0.994;3.52;6
3158;12.2;0.9897;3.3;4
3159;11.0;0.9954;3.47;6
3160;12.4;0.99;3.23;7
3161;9.4;0.9948;2.77;6
3162;11.6;0.998;2.96;5
3163;9.4;0.9944;3.18;5
3164;9.1;0.9986;3.14;7
3165;9.2;0.996;3.23;5
3166;9.2;0.9999;3.15;5
3167;9.1;0.9986;3.14;7
3168;9.0;0.9951;3.25;7
3169;10.8;0.993;3.22;6
3170;9.5;0.9982;3.4;6
3171;11.0;0.992;3.11;6
3172;10.0;0.9963;3.24;5
3173;9.5;0.995;3.22;5
3174;10.1;0.9956;3.29;6
3175;9.5;0.997;3.19;7
3176;9.5;0.9936;3.08;5
3177;9.5;0.9935;3.11;5
3178;9.4;0.9963;3.35;6
3179;9.4;0.9967;2.92;6
